family,genus,species,obs_date,latitude,longitude,state,country,observer
Pieridae,Abaeis,nicippe,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Nathalis,iole,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Leptotes,marina,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Echinargus,isola,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Agraulis,vanillae,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Vanessa,cardui,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,plexippus,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Hesperiidae,Lerodea,eufala,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Ministrymon,leda,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Anthanassa,texana,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Asterocampa,leilia,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,gilippus,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Riodinidae,Apodemia,palmerii,2016-11-05,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Battus,philenor,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Papilio,rumiko,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Zerene,cesonia,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Phoebis,sennae,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Eurema,mexicana,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Abaeis,nicippe,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Nathalis,iole,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Strymon,melinus,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Leptotes,marina,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Libytheana,carinenta,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Agraulis,vanillae,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Vanessa,virginiensis,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,plexippus,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Atlides,halesus,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Ministrymon,leda,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Anthanassa,texana,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Asterocampa,leilia,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,gilippus,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Phoebis,agarithe,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Riodinidae,Calephelis,nemesis,2016-10-30,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Battus,philenor,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Papilio,rumiko,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Pontia,protodice,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Zerene,cesonia,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Phoebis,sennae,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Eurema,mexicana,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Abaeis,nicippe,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Nathalis,iole,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Leptotes,marina,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Libytheana,carinenta,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Agraulis,vanillae,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Euptoieta,claudia,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Vanessa,cardui,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,plexippus,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Hemiargus,ceraunus,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Asterocampa,leilia,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,gilippus,2016-10-22,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Battus,philenor,2016-10-15,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Papilio,rumiko,2016-10-15,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Zerene,cesonia,2016-10-15,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Phoebis,sennae,2016-10-15,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Eurema,mexicana,2016-10-15,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Abaeis,nicippe,2016-10-15,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Nathalis,iole,2016-10-15,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Leptotes,marina,2016-10-15,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Libytheana,carinenta,2016-10-15,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Agraulis,vanillae,2016-10-15,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,plexippus,2016-10-15,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Anthanassa,texana,2016-10-15,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,gilippus,2016-10-15,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Texola,elada,2016-10-15,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Riodinidae,Calephelis,nemesis,2016-10-15,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Battus,philenor,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Papilio,rumiko,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Zerene,cesonia,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Phoebis,sennae,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Eurema,mexicana,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Abaeis,nicippe,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Nathalis,iole,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Strymon,melinus,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Leptotes,marina,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Libytheana,carinenta,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,plexippus,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Hesperiidae,Systasea,zampa,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Anthanassa,texana,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Asterocampa,leilia,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Chlosyne,lacinia,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,gilippus,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Texola,elada,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Phoebis,agarithe,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Riodinidae,Calephelis,nemesis,2016-10-08,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Battus,philenor,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Papilio,rumiko,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Pontia,protodice,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Zerene,cesonia,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Phoebis,sennae,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Eurema,mexicana,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Abaeis,nicippe,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Nathalis,iole,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Leptotes,marina,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Libytheana,carinenta,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Agraulis,vanillae,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,plexippus,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Anthanassa,texana,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Asterocampa,leilia,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Chlosyne,lacinia,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,gilippus,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Texola,elada,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Riodinidae,Calephelis,nemesis,2016-10-02,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Hesperiidae,Hylephila,phyleus,2016-09-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Battus,philenor,2016-09-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Papilionidae,Papilio,rumiko,2016-09-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Pontia,protodice,2016-09-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Zerene,cesonia,2016-09-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Phoebis,sennae,2016-09-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Abaeis,nicippe,2016-09-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Pieridae,Nathalis,iole,2016-09-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Strymon,melinus,2016-09-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Lycaenidae,Leptotes,marina,2016-09-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Libytheana,carinenta,2016-09-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Agraulis,vanillae,2016-09-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
Nymphalidae,Danaus,plexippus,2016-09-03,32.339288,-110.981741,Arizona,United States,Andrew Hogan
